./BusinessMails/test 01.msg;dummydate;size;1.19383856027;1.81860483815;2.27217423175;3.78112980293;3.10443033575;1.5281360552;1.4665540345;1.28921593957;2.35198464711;2.12466597679
./BusinessMails/test 02.msg;dummydate;size;1.17629770146;1.84827715249;2.35966698278;2.97802597539;4.70588222209;2.03881019872;1.37476610425;1.2973960658;2.02968280201;2.57044707116
./BusinessMails/test 03.msg;dummydate;size;1.1875493422;1.76306404511;2.23377607855;3.70269905832;3.21246634795;1.43001923557;1.57435415906;1.20162268657;2.37312307882;2.27549777392
./BusinessMails/test 04.msg;dummydate;size;1.16384378852;1.82037486847;2.25457489364;3.2245841439;4.14779974298;1.60763975818;1.40365952507;1.27293565528;2.19786014155;2.46050053608
./BusinessMails/test 05.msg;dummydate;size;1.1629572637;1.81843541127;2.26332136988;3.24411251446;4.17570662138;1.60588870493;1.40098592697;1.2725016275;2.19771295489;2.46050053608
./BusinessMails/test 06.msg;dummydate;size;1.18333493942;1.85064295967;2.44023447586;2.57702093431;4.73321379335;2.75980362109;1.35249559953;1.3386200251;1.9578517118;2.59457053615
./BusinessMails/test 07.msg;dummydate;size;1.17773058319;1.82338822011;2.2350080732;3.94183651428;3.07876312019;1.4490441819;1.45530432962;1.29564807761;2.36333953673;2.2189816196
./BusinessMails/test 08.msg;dummydate;size;1.1710546226;1.86095106184;2.26847239355;2.90256754094;4.70761899744;1.80085574212;1.38196022268;1.2044578862;2.1372937519;2.60386518237
./BusinessMails/test 09.msg;dummydate;size;1.17309656636;1.85060399055;2.27515698173;3.04694399158;4.46494589846;1.56426820972;1.43211026826;1.23379305915;2.1794787509;2.49747398797
./BusinessMails/test 10.msg;dummydate;size;1.19374222707;1.81785434401;2.28405448748;3.82245604461;3.37174615407;1.56481193658;1.44447717703;1.29149277271;2.36548234969;2.16800609284
./BusinessMails/test 100.msg;dummydate;size;1.18751968223;1.84934297003;2.41215785214;2.91951456988;4.70130838394;2.2616432396;1.37721904692;1.29947787217;2.03737268219;2.50320675478
./BusinessMails/test 11.msg;dummydate;size;1.17898029751;1.82301674451;2.23976504505;3.96931008773;3.08564847472;1.47401192426;1.45329563558;1.27688848038;2.37213409818;2.25488184764
./BusinessMails/test 12.msg;dummydate;size;1.18334047336;1.82710078952;2.23988796012;3.95931398132;3.15833446876;1.49736276054;1.43868023061;1.30896431469;2.34468832409;2.29694395162
./BusinessMails/test 13.msg;dummydate;size;1.16732106565;1.84445967079;2.26732939679;3.24486288394;4.22725767468;1.60427703751;1.43046762799;1.22848141684;2.17235399606;2.56807669905
./BusinessMails/test 14.msg;dummydate;size;1.18130390636;1.82277195131;2.23839740285;3.9847761817;3.2849018454;1.4947482938;1.43895424304;1.30896431469;2.34249414185;2.29694395162
./BusinessMails/test 15.msg;dummydate;size;1.16475580712;1.82127395667;2.27690287758;3.42852200873;3.90698387819;1.60971445711;1.40492913562;1.27233780643;2.20011824211;2.46050053608
./BusinessMails/test 16.msg;dummydate;size;1.16931460659;1.84526470043;2.26739200327;3.29944157198;4.41563344025;1.6057746253;1.43147784197;1.22891245132;2.17227822392;2.56807669905
./BusinessMails/test 17.msg;dummydate;size;1.19914519245;1.8417378625;2.27850724175;3.89794498255;3.40140134822;1.59402984014;1.44643086719;1.22891245132;2.34134824835;2.31610964961
./BusinessMails/test 18.msg;dummydate;size;1.16475580712;1.81790830453;2.2827881674;3.47643422179;4.14338398876;1.60743879401;1.40585462661;1.27129333833;2.1988870471;2.46050053608
./BusinessMails/test 19.msg;dummydate;size;1.17366562;1.8567437858;2.29606145341;3.19106777947;4.70029057883;1.62003121723;1.38227995407;1.2044578862;2.139976832;2.60386518237
./BusinessMails/test 20.msg;dummydate;size;1.17078009257;1.85117845939;2.33730229393;3.06299778;4.70754234509;1.89057979792;1.42031614761;1.18756511439;2.14506419217;2.53434984173
./BusinessMails/test 21.msg;dummydate;size;1.17323458552;1.86056245507;2.29837996059;3.14510549125;4.69381781236;1.71580081343;1.38311970551;1.2044578862;2.1395545347;2.60386518237
./BusinessMails/test 22.msg;dummydate;size;1.17769056809;1.84031711511;2.37785444226;3.23959108455;4.68389726889;1.74115310392;1.40943145545;1.20755429068;2.1517359087;2.46718524163
./BusinessMails/test 23.msg;dummydate;size;1.17576270303;1.85125780393;2.28370267918;3.52679930188;4.59242031133;1.56262976366;1.4332085128;1.23379305915;2.17784030484;2.49747398797
./BusinessMails/test 24.msg;dummydate;size;1.17685164192;1.83800215454;2.37488340505;3.32485401165;4.70474103492;1.84851506662;1.4076315197;1.20714310647;2.14990234393;2.46718524163
./BusinessMails/test 25.msg;dummydate;size;1.18643413835;1.84646737338;2.42912773639;3.09860899666;4.71207018858;2.29362623291;1.35399537282;1.3379089093;1.95725097081;2.59457053615
./BusinessMails/test 26.msg;dummydate;size;1.17655330725;1.85442967181;2.37691810421;2.94974755935;4.70815591052;2.05860720178;1.37583945572;1.29864663202;2.02589297532;2.57044707116
./BusinessMails/test 27.msg;dummydate;size;1.178440526;1.85135313672;2.38509387535;3.1393077303;4.70745416602;2.12324691608;1.37815883849;1.29716215097;2.0314354128;2.57044707116
./BusinessMails/test 28.msg;dummydate;size;1.17811003118;1.84066552182;2.39696072372;3.35809213682;4.69821650008;1.74351320479;1.40876428594;1.20673192226;2.14954617356;2.46718524163
./BusinessMails/test 29.msg;dummydate;size;1.17035492251;1.84962834069;2.33541783944;3.26122083729;4.71648845966;2.03340845033;1.42045038354;1.18798178105;2.14532359061;2.53434984173
./BusinessMails/test 30.msg;dummydate;size;1.17366562;1.86419399959;2.28767876684;3.3622289667;4.67879646926;1.71617642809;1.38737086519;1.20361329161;2.13848735216;2.60386518237
./BusinessMails/test 31.msg;dummydate;size;1.16931460659;1.84096291272;2.26883470198;3.31496045708;4.5604155707;1.60285605939;1.43277094542;1.22891245132;2.16892862353;2.56807669905
